,KG1a_Ctrl_Nonresponsive_116,KG1a_T0_Nonresponsive_117,KG1a_LGT_Nonresponsive_118,KG1a_SYT_Nonresponsive_119,KG1a_ComboT_Nonresponsive_120
HEBP1_ENSG00000013583.10,935.6984522,718.3387053,564.8545206,865.978136,942.9251413
GPRC5A_ENSG00000013588.9,41.42941311,38.63025047,63.04179918,29.31696814,50.36742991
CD6_ENSG00000013725.14,23.24089028,26.67326819,56.3173406,43.97545222,33.9687318
TACC3_ENSG00000013810.20,17819.7,15644.33167,12157.82111,17816.8236,19956.04426
UFL1_ENSG00000014123.10,3153.687764,2935.899036,3090.729274,3664.621018,3943.301227
POLA2_ENSG00000014138.9,7936.258794,6790.646173,5857.84398,8151.24472,7632.422634
ZC3H3_ENSG00000014164.7,1758.223873,1732.842664,1248.227624,1561.692342,1636.355804
CAPN1_ENSG00000014216.16,19886.11829,16572.37745,11130.66006,17063.60304,14372.28756
ACP3_ENSG00000014257.16,8.083787924,21.15466097,23.53560503,27.06181675,14.64169474
MDH1_ENSG00000014641.21,12482.37903,10550.65722,12338.54094,12631.10297,12342.94867
SLC30A9_ENSG00000014824.14,5612.169766,5231.639636,5087.893472,5820.545752,5609.526089
MTMR11_ENSG00000014914.21,30.31420471,34.951179,34.46285022,38.33757373,52.71010106
COX15_ENSG00000014919.13,4804.801447,4190.462409,3384.924337,4997.415493,4936.593799
CCDC88C_ENSG00000015133.19,8487.97732,7989.103705,5806.569983,5501.44183,5197.215965
YAF2_ENSG00000015153.15,1160.023567,1156.148211,1408.774072,1372.259624,1241.615714
ZMYND11_ENSG00000015171.20,4946.267736,4744.162665,4174.207663,5697.640001,5762.385382
WAS_ENSG00000015285.11,4020.674019,3595.372598,3252.11628,4464.072188,5494.149534
BID_ENSG00000015475.19,2707.058481,2186.288223,1909.746236,2852.766516,2861.57282
MATR3_ENSG00000015479.20,21797.93414,18798.2157,20193.54911,22172.64852,20363.66904
XYLT2_ENSG00000015532.10,2041.156451,1881.845059,1563.43662,1792.84536,1776.916074
RGPD5_ENSG00000015568.13,6287.166058,6376.750632,6182.299106,6582.786924,6691.840164
STMN4_ENSG00000015592.16,9.094261414,17.4755895,30.26006361,16.91363547,7.613681265
NUDCD3_ENSG00000015676.18,5839.526301,4941.912757,3658.105467,5120.321244,5261.639422
CHDH_ENSG00000016391.11,24.25136377,26.67326819,50.43343934,42.84787652,200.8840518
GLT8D1_ENSG00000016864.19,2710.089901,2267.227796,1993.801969,2785.111974,2733.897242
ATP2C1_ENSG00000017260.20,11437.54944,10488.113,9101.554687,10755.94458,9197.326968
SLC38A5_ENSG00000017483.15,7349.173696,6150.487736,4978.62102,6498.218747,5515.233575
RALBP1_ENSG00000017797.13,5975.940223,5020.093026,3702.655005,5323.28487,5124.593159
RUFY3_ENSG00000018189.13,12990.64719,12415.02669,6864.831652,7417.192941,5415.67005
SLC11A1_ENSG00000018280.17,73.7645648,49.6674649,99.18576404,60.88908769,59.73811454
WWTR1_ENSG00000018408.15,325.3724639,344.9129507,269.8189005,301.0627113,354.9146805
AGPS_ENSG00000018510.18,8573.867567,7866.774579,6753.878085,8716.160145,7724.958145
ZNF806_ENSG00000018607.7,10.1047349,8.277910816,27.73839164,4.510302792,12.29902358
CXorf56_ENSG00000018610.15,1392.43247,1210.414515,1020.436589,1381.28023,1268.556432
TTC27_ENSG00000018699.13,2247.293043,1814.702004,1520.568196,2158.179886,1982.485468
VSIG2_ENSG00000019102.12,111.152084,98.41516192,72.28792972,71.03726897,87.26450065
PHLDB1_ENSG00000019144.19,74.77503829,89.21748324,83.21517492,56.37878489,67.93746359
PRDM11_ENSG00000019485.13,1102.426578,996.1086015,695.1409056,780.2823829,826.9629189
CD74_ENSG00000019582.16,80.83787924,65.30351866,66.40402847,54.1236335,54.46710443
ZRANB1_ENSG00000019995.6,3078.912725,2930.380429,1925.716826,3086.174685,3050.157848
NCDN_ENSG00000020129.16,3786.244169,3441.771364,2551.932031,2917.03833,2764.937635
ADGRA2_ENSG00000020181.18,146.5186561,150.8419304,103.3885507,89.07848013,86.09316507
ZFP64_ENSG00000020256.20,1322.709799,1253.643605,998.582099,1412.852349,1397.989014
MNAT1_ENSG00000020426.11,2132.099065,1776.071754,2019.859246,2091.65292,2184.540855
SAMD4A_ENSG00000020577.14,40.41893962,58.86514358,68.92570043,34.95484663,40.41107748
RUNX3_ENSG00000020633.19,6939.931933,6361.114578,4868.508011,7692.321411,6868.711836
MRE11_ENSG00000020922.13,10901.99849,10437.52577,10028.68941,12977.26871,12417.32848
SERPINB1_ENSG00000021355.13,17744.92497,14097.28212,18962.13264,24788.62414,37735.16135
CYP3A43_ENSG00000021461.17,5.052367452,9.197678684,15.97058913,6.765454187,9.370684634
SLC7A9_ENSG00000021488.13,23.24089028,16.55582163,21.85449038,19.16878686,18.74136927
SPAST_ENSG00000021574.13,3164.802972,3064.666538,2584.713766,3327.475884,2987.491395
NRXN3_ENSG00000021645.20,7.073314433,16.55582163,14.28947448,15.78605977,9.370684634
OSBPL5_ENSG00000021762.20,4679.502734,4192.301944,2659.523368,2577.638045,1813.227477
AQR_ENSG00000021776.11,9786.435755,8792.980822,7422.121157,10018.51008,9811.692479
CPS1_ENSG00000021826.17,925.5937173,816.7538672,679.1703165,890.7848013,1099.884109
FHL1_ENSG00000022267.19,6610.517575,5348.450155,7888.63047,10748.05155,8632.157551
RTF2_ENSG00000022277.13,4993.75999,4092.047247,3292.463032,4452.796431,4732.781408
NLRP2_ENSG00000022556.16,1170.128302,959.3178868,813.6594881,1305.732658,1793.314772
SLC45A4_ENSG00000022567.10,1922.931052,1777.91129,1134.752385,1703.766879,1677.352549
RNF10_ENSG00000022840.16,10093.6197,8881.278538,6458.842465,12964.86537,13096.70311
ZNF839_ENSG00000022976.16,1514.699762,1517.616983,1331.442799,1554.926887,1629.327791
ZDHHC6_ENSG00000023041.11,5061.461714,4368.897375,4102.760291,5174.444878,4690.613327
GRAMD1B_ENSG00000023171.18,2111.889595,1945.309042,1555.871604,1991.298682,3005.647096
RNH1_ENSG00000023191.17,4762.361561,4035.941407,2939.428956,4306.21159,3926.902529
NDUFS1_ENSG00000023228.14,9694.482668,8711.121482,7075.81154,9640.772217,9085.46442
RB1CC1_ENSG00000023287.13,9189.245922,8583.273748,8076.915311,9505.463133,9292.790818
ERP44_ENSG00000023318.8,6101.238935,5101.952366,4645.760321,6103.567253,6032.378233
ALAS1_ENSG00000023330.15,2880.859921,2464.977887,1998.004755,3218.101042,4083.275829
BIRC3_ENSG00000023445.16,6839.895057,6644.403082,7087.579342,5993.064834,4342.72666
AKAP11_ENSG00000023516.9,7775.593509,7503.466271,6834.571588,8390.290768,8589.403802
GLRX2_ENSG00000023572.10,1454.071353,1448.634393,1488.627018,1589.881734,1345.86458
SNAPC1_ENSG00000023608.5,2047.219292,1789.868272,2697.348448,3204.570133,4895.597053
DERA_ENSG00000023697.13,953.886975,699.02358,649.7508102,736.3069307,841.6046137
STRAP_ENSG00000023734.11,4361.203585,3652.398206,3300.868605,3958.918275,3669.208702
ABCC2_ENSG00000023839.12,127.3196598,124.1686622,100.0263214,134.181508,130.0182493
DEF6_ENSG00000023892.11,4191.444038,3896.136691,2899.922762,3260.948918,3328.935716
PLEKHO1_ENSG00000023902.14,5297.912511,4350.502018,2731.811298,3045.58196,3372.275133
GCLM_ENSG00000023909.10,1460.134194,1268.359891,1064.14557,1610.178097,1610.000754
UBR2_ENSG00000024048.11,5615.201187,5253.714065,4196.062153,5510.462436,5559.158659
EHD2_ENSG00000024422.12,103.068296,63.46398292,62.20124186,71.03726897,106.5915377
DEPDC1_ENSG00000024526.17,4767.413928,4230.932195,4973.577676,6455.37087,7452.622623
CCDC28A_ENSG00000024862.18,1411.631466,1132.234246,1032.204392,1392.555987,1264.456758
RRAGD_ENSG00000025039.15,113.1730309,116.8105193,110.1130092,166.8812033,172.7719979
HSF2_ENSG00000025156.13,2720.194636,2453.940673,2221.593003,2822.321972,2510.757814
PHF20_ENSG00000025293.17,4262.177183,3918.21112,3117.627109,4962.460646,4775.535156
HSD17B6_ENSG00000025423.11,25.26183726,22.99419671,34.46285022,33.82727094,28.69772169
NR1H3_ENSG00000025434.19,523.4252681,467.2420772,405.1486294,387.8860401,392.397419
TYMP_ENSG00000025708.14,102.0578225,90.13725111,103.3885507,93.58878292,103.077531
NCAPH2_ENSG00000025770.19,3156.719184,2697.679158,2265.301984,2945.227723,2991.005401
TOMM34_ENSG00000025772.8,3004.137687,2536.719781,1810.560472,2369.036541,2164.042483
SEC63_ENSG00000025796.14,10256.30593,9412.904366,7696.142844,10112.09886,9162.772568
KPNA6_ENSG00000025800.14,9640.927573,8919.908788,6004.100954,9674.599488,9730.870324
VIM_ENSG00000026025.16,152.5814971,123.2488944,47.07121005,12.40333268,8.785016844
RTEL1-TNFRSF6B_ENSG00000026036.22,1364.139212,1452.313464,1089.36229,1010.307825,978.6508764
FAS_ENSG00000026103.22,977.1278653,919.7678684,874.1796153,975.3529787,881.4300233
RNASET2_ENSG00000026297.16,3388.117614,2888.990875,2655.320581,3147.063773,3066.556546
CD44_ENSG00000026508.20,37313.75458,32956.20249,23769.27996,25725.63955,20937.62348
KCNG1_ENSG00000026559.14,2.020946981,5.518607211,8.405573224,13.53090837,3.514006738
AGPAT4_ENSG00000026652.15,601.2317268,676.9491512,664.0402847,740.8172335,778.3524924
SLAMF7_ENSG00000026751.17,15.15710236,4.598839342,5.883901257,15.78605977,17.57003369
BTN3A1_ENSG00000026950.17,3068.807991,2942.337411,2377.936665,3499.994966,3898.204808
MIPEP_ENSG00000027001.10,855.8710464,634.6398292,512.7399666,674.2902673,649.5055787
PRKCH_ENSG00000027075.15,1908.784423,1625.229824,1291.936604,1532.375373,1767.545389
IFNGR1_ENSG00000027697.15,3582.128524,2998.443251,2951.196759,3245.162858,3823.23933
B4GALT7_ENSG00000027847.14,1208.526295,1098.202835,880.9040738,1030.604188,994.4639067
SH2D2A_ENSG00000027869.12,188.9585427,155.4407698,326.9767984,681.0557215,1389.203997
VRK2_ENSG00000028116.18,2172.518004,1844.134576,1731.548084,2257.406547,1870.62292
TNFRSF1B_ENSG00000028137.19,1101.416105,936.3236901,811.1378161,1791.717784,5707.918277
VEZT_ENSG00000028203.18,8348.531978,7347.105733,7164.910616,8077.9523,7878.988773
POU2F2_ENSG00000028277.21,388.0218203,399.1792549,242.9210662,322.4866496,282.2918746
BRD9_ENSG00000028310.18,4826.02139,4592.400967,3669.032712,4469.710066,4562.352081
SNX1_ENSG00000028528.15,11280.92605,10096.29189,7833.994245,10414.28915,10328.83714
TBPL1_ENSG00000028839.10,2090.669652,1663.860074,1654.21681,2477.283808,3243.428219
ARNTL2_ENSG00000029153.14,596.1793594,597.8491145,436.2492503,487.1127015,380.0983954
BCLAF1_ENSG00000029363.17,21733.26383,20460.23623,19158.82305,22469.20093,21666.19421
SLC39A9_ENSG00000029364.12,15980.63825,13899.53203,11360.13221,17256.41848,18259.36468
TFB1M_ENSG00000029639.11,1669.302206,1396.207624,1301.182735,1492.910224,1330.05155
RABEP1_ENSG00000029725.17,4381.413055,3718.621492,3302.54972,4381.759162,3714.305122
HMGB3_ENSG00000029993.15,7046.031649,6534.950705,5611.560684,7504.016269,7943.41223
NUP160_ENSG00000030066.13,14759.98628,13382.62249,11352.5672,15059.90102,14043.14226
BAK1_ENSG00000030110.13,4301.585649,3599.971437,2846.127094,3831.502221,4062.777456
IKZF2_ENSG00000030419.16,169.7595464,150.8419304,169.7925791,216.494534,199.1270485
GRN_ENSG00000030582.18,5638.442077,4764.397559,3344.577586,4218.260686,4923.123439
FAM13B_ENSG00000031003.10,3528.573429,3266.095701,2707.435135,3451.509211,3067.142214
ARHGAP31_ENSG00000031081.11,169.7595464,200.5093953,126.0835984,96.97151002,94.87818191
CENPQ_ENSG00000031691.7,1083.227582,943.681833,1449.120824,1413.979925,1345.86458
SARS1_ENSG00000031698.13,5156.446222,4216.215909,3234.464577,4011.914333,3975.512956
RANBP3_ENSG00000031823.14,7456.283886,6580.939099,5070.241769,6348.251179,6478.657089
ARID4A_ENSG00000032219.19,4448.104305,4493.066037,4191.859367,4819.258533,4769.678478
EIPR1_ENSG00000032389.13,2719.184163,2091.552133,1797.111555,2266.427153,2188.054862
PNPLA6_ENSG00000032444.17,7186.487464,6170.722629,4129.658125,5619.837278,6084.502666
IFT88_ENSG00000032742.18,836.6720501,803.877117,774.1532939,976.4805544,916.5700907
ALG1_ENSG00000033011.13,2305.900505,1858.850862,1560.07439,1951.833533,1782.772752
ZCCHC8_ENSG00000033030.15,2680.78617,2544.077924,2518.309738,2910.272876,2952.351327
ABCF2_ENSG00000033050.9,5630.358289,4861.892953,3732.074511,5033.497915,4805.989881
CHPF2_ENSG00000033100.16,5192.823267,4527.097449,3493.356232,4451.668855,4608.619836
LRRC7_ENSG00000033122.21,150.5605501,229.0221992,297.5572921,210.8566555,235.4384514
FUT8_ENSG00000033170.17,4522.879343,3799.561065,3308.433621,5668.323033,7091.851264
UBA6_ENSG00000033178.13,12163.0694,11197.25403,10788.55323,11595.98848,10773.35899
GAB2_ENSG00000033327.13,332.4457784,384.462969,250.4860821,246.9390778,299.2762405
ATP6V0A1_ENSG00000033627.17,2884.901815,2622.258193,2389.704468,3534.949813,4543.610712
PIAS1_ENSG00000033800.14,5561.646092,5345.690851,5002.997183,5873.54181,6260.203003
SLC4A7_ENSG00000033867.16,1966.381412,2095.231204,2062.727669,1729.701121,1367.534289
APBA2_ENSG00000034053.14,8.083787924,11.95698229,12.60835984,13.53090837,7.613681265
MAP2K3_ENSG00000034152.19,0,0,0,1.127575698,0
TMSB10_ENSG00000034510.6,15955.37641,12963.20834,8672.870452,8376.75986,7641.793319
ASTE1_ENSG00000034533.12,1198.42156,985.0713871,954.8731182,1098.25873,1074.700394
RNF19A_ENSG00000034677.13,6384.171513,5884.674822,5445.130334,6342.613301,6288.315057
PEX3_ENSG00000034693.15,3326.478731,2766.661748,2820.910374,3061.36802,2573.424267
GABARAPL2_ENSG00000034713.8,2321.057608,1830.338058,1643.289565,2472.773505,2432.27833
SH3YL1_ENSG00000035115.22,1745.087718,1781.590361,1700.447463,1783.824754,1612.929093
FAM136A_ENSG00000035141.8,5512.13289,4346.822946,3680.800515,4849.703077,4140.085605
VCL_ENSG00000035403.18,15618.88874,13974.95299,11533.28702,15684.57796,17779.70276
DEPDC1B_ENSG00000035499.13,6628.706097,5672.208445,6183.980221,7907.688369,8334.638314
DAPK2_ENSG00000035664.11,104.0787695,133.3663409,179.0387097,235.6633209,316.2606064
NSMAF_ENSG00000035681.9,13967.77506,12245.7894,10335.49284,13825.20563,12893.47639
ADSS2_ENSG00000035687.10,5585.897455,4863.732488,4601.210783,6187.007854,5484.193182
STAP1_ENSG00000035720.8,4168.203148,3551.22374,2944.4723,2331.826543,2005.326512
TIMP2_ENSG00000035862.12,6.062840943,6.438375079,5.883901257,9.020605583,12.29902358
RFC1_ENSG00000035928.16,11347.6173,10294.04198,8290.416871,11177.65789,10420.78698
TBC1D23_ENSG00000036054.13,2805.07441,2537.639549,2638.509435,2912.528028,2788.950014
CUL3_ENSG00000036257.13,8670.873022,7623.955862,5779.672149,8574.085607,7720.85847
MYOM2_ENSG00000036448.10,165.7176524,157.2803055,129.4458276,178.1569603,173.3576657
CYP46A1_ENSG00000036530.9,166.7281259,236.3803422,365.6424352,211.9842312,223.7250956
ZZZ3_ENSG00000036549.13,4369.287373,4013.866978,3847.230865,4837.299744,4668.943619
USP2_ENSG00000036672.16,190.9794897,162.7989127,154.6625473,152.2227192,121.2332324
CASR_ENSG00000036828.17,71.74361782,72.66166161,129.4458276,51.8684821,53.29576885
TUBG2_ENSG00000037042.9,398.1265552,420.3339159,324.4551264,352.9311934,373.070382
RPL26L1_ENSG00000037241.7,2943.509278,2408.872047,2850.32988,2836.980456,2576.352606
FLT4_ENSG00000037280.16,16.16757585,9.197678684,22.6950477,27.06181675,18.15570148
NSUN2_ENSG00000037474.15,8792.129841,8317.460834,6724.458579,9283.330721,8440.058516
FBXO42_ENSG00000037637.11,3773.108013,3138.247967,2520.83141,3480.826179,3726.018477
MFAP3_ENSG00000037749.13,2496.879995,2123.744008,1913.108466,2469.390778,2458.047713
MRI1_ENSG00000037757.14,1993.664197,1755.836861,1417.179646,1725.190818,1684.966231
METTL1_ENSG00000037897.17,714.4047578,633.7200614,579.9845524,762.2411718,624.9075315
AGA_ENSG00000038002.9,561.8232607,528.8665244,483.3204604,490.4954286,487.8612687
PI4K2B_ENSG00000038210.14,5894.09187,5418.352513,4326.348538,4616.294907,3819.139656
BOD1L1_ENSG00000038219.13,8633.485503,8506.933015,6796.746509,8663.164087,9326.759549
MAT2B_ENSG00000038274.17,3103.164089,2897.268786,2695.667333,3368.06861,3299.066659
EDC4_ENSG00000038358.15,10090.58828,9477.288117,7059.840951,8510.941368,8865.838999
TRIO_ENSG00000038382.20,7431.022049,7267.085929,5391.334666,5765.294543,6015.393867
VCAN_ENSG00000038427.16,3498.259224,3724.140099,1818.125488,1547.033857,1560.218991
CLEC16A_ENSG00000038532.16,4184.370724,3789.443618,2850.32988,3636.431626,3921.631519
MSR1_ENSG00000038945.15,994.3059146,931.7248507,848.1223383,780.2823829,661.2189345
CDH1_ENSG00000039068.20,20.20946981,31.27210753,52.11455399,20.29636256,29.86905727
MTREX_ENSG00000039123.16,11851.84357,10117.44655,9581.512918,11877.8824,10650.36875
ZFYVE16_ENSG00000039319.17,3818.57932,4019.385585,3737.117855,3792.037072,4061.020453
RIPOR1_ENSG00000039523.20,713.3942843,803.877117,627.0557625,516.4296696,541.1570376
RAI14_ENSG00000039560.14,610.3259882,607.0467932,427.0031198,599.8702713,706.901022
PNKP_ENSG00000039650.12,2833.367667,2667.326819,2021.54036,2365.653814,2716.327208
BEST2_ENSG00000039987.7,11.1152084,17.4755895,31.10062093,15.78605977,12.88469137
PHLPP2_ENSG00000040199.18,1742.056298,1666.619378,1364.224534,1720.680515,1629.327791
SPDL1_ENSG00000040275.17,6278.071796,5555.397925,5730.919824,7192.805377,7556.871489
STAU2_ENSG00000040341.18,15097.48442,13500.35277,12360.39543,16141.24612,12498.7363
SLC66A1_ENSG00000040487.13,722.4885457,669.5910082,535.4350144,756.6032933,917.7414263
CTNS_ENSG00000040531.16,616.3888292,579.4537571,399.2647281,437.4993708,521.8300005
RTN4R_ENSG00000040608.14,17.17804934,18.39535737,4.202786612,3.382727094,4.099674527
PHF23_ENSG00000040633.13,1592.506221,1398.04716,973.3653793,1302.349931,1228.731023
INPP4A_ENSG00000040933.16,7255.199662,6862.388066,4491.097773,4955.695192,4386.066076
PSMA4_ENSG00000041357.16,8291.945463,7214.65916,8752.723398,8186.199567,7711.487786
MYO16_ENSG00000041515.16,16.16757585,15.63605376,17.65170377,9.020605583,12.29902358
LSG1_ENSG00000041802.11,5014.979933,4365.218304,3221.856217,4903.82671,4493.243282
PARP3_ENSG00000041880.15,732.5932806,716.4991695,579.1439951,697.969357,703.3870153
TNC_ENSG00000041982.16,43.45036009,43.22908982,63.04179918,25.93424105,26.94071832
THAP3_ENSG00000041988.15,1067.060006,871.0201714,687.5758897,921.2293452,941.7538057
RIPOR3_ENSG00000042062.13,568.8965751,511.3909349,397.5836135,367.5896775,267.0645121
TDP1_ENSG00000042088.14,4817.937603,4130.677497,3621.961502,4922.995497,5050.21335
AIFM2_ENSG00000042286.15,297.0792062,277.7698963,261.4133273,263.8527133,212.0117398
C2orf83_ENSG00000042304.13,9.094261414,8.277910816,10.92724519,9.020605583,13.47035916
SPATA7_ENSG00000042317.17,740.6770685,630.0409899,542.1594729,672.0351159,667.6612801
MED17_ENSG00000042429.12,4073.21864,3432.573685,3221.856217,4365.973102,4180.496682
RETSAT_ENSG00000042445.14,2805.07441,2584.54771,2120.726124,2367.908966,2667.131114
CAPG_ENSG00000042493.16,6780.277121,5273.948958,3933.808269,5141.745182,5589.613384
AP2S1_ENSG00000042753.12,4496.607033,3709.423813,3045.339179,3984.852516,3956.771587
USH2A_ENSG00000042781.14,9.094261414,5.518607211,26.89783432,16.91363547,10.54202021
TG_ENSG00000042832.12,87.91119367,88.29771537,73.96904437,72.16484466,109.5198767
ADAM28_ENSG00000042980.13,25.26183726,34.03141113,51.27399666,25.93424105,24.59804716
BARX2_ENSG00000043039.7,19.19899632,11.95698229,13.44891716,13.53090837,17.57003369
DCUN1D1_ENSG00000043093.15,3492.196383,3394.863202,3453.850038,3550.735873,3351.77676
JADE2_ENSG00000043143.21,2742.425053,2351.84644,2082.901045,2879.828332,2839.317444
LCP2_ENSG00000043462.13,17240.69869,15952.45391,15400.69126,21940.36793,23017.91547
TRIT1_ENSG00000043514.17,2372.591756,2012.452096,1777.778737,2152.542007,2002.98384
ADRB1_ENSG00000043591.6,20.20946981,14.7162859,25.21671967,9.020605583,7.613681265
CUL7_ENSG00000044090.11,1699.616411,1501.980929,1070.870029,1309.115385,1501.652213
CTNNA1_ENSG00000044115.21,245.5450582,226.2628956,215.1826745,201.8360499,286.9772169
PHKA2_ENSG00000044446.12,5112.995862,4814.984791,3675.757171,5305.243659,5587.856381
CNTLN_ENSG00000044459.15,957.928869,858.1434213,896.874663,1080.217519,1046.58834
HSPA5_ENSG00000044574.9,39176.05723,32662.79654,23010.2567,35307.77783,26739.83427
DSG2_ENSG00000046604.13,13197.79426,11780.38686,7795.328608,12560.0657,12097.55386
GEMIN8_ENSG00000046647.14,1021.588699,886.6562252,753.9799182,955.0566161,918.9127619
OFD1_ENSG00000046651.15,3114.279298,2885.311803,2305.648735,2940.71742,2760.252292
GPM6B_ENSG00000046653.15,238.4717437,238.2198779,260.5727699,261.5975619,242.4664649
WDR37_ENSG00000047056.16,2654.513859,2607.541907,2147.623959,2833.597729,3200.088802
YTHDC2_ENSG00000047188.16,3058.703256,3228.385218,3068.874784,3223.73892,2935.952629
CTPS2_ENSG00000047230.15,854.8605729,797.4387419,695.1409056,793.8132913,759.6111231
